'',WP$,NNS,WRB,RBR,$,PRP,PRP$,``,JJ,VBG,:,NNPS,FW,NNP,CC,NN,(,),PDT,#,VBP,CD,VBN,RBS,VBZ,WDT,TO,VB,WP,EX,MD,JJR,SYM,RB,DT,VBD,RP,UH,POS,JJS,IN,length
18,0,71,8,0,0,130,15,0,211,37,0,0,0,150,47,449,0,0,6,0,85,44,51,0,59,2,59,196,6,6,115,15,0,129,195,15,2,0,38,4,253,2416.0
1,0,240,30,7,6,475,50,0,623,77,0,1,10,942,250,1166,0,0,19,0,389,366,39,1,489,59,122,357,91,30,115,9,0,351,829,123,30,2,9,17,624,7949.0
1,0,391,84,15,6,862,60,0,1018,206,424,2,11,1783,285,1743,0,0,25,0,724,260,87,0,519,50,324,672,112,26,139,35,0,655,906,154,43,7,30,15,1003,12677.0
11,0,198,57,14,13,580,46,0,663,150,25,1,12,818,250,1377,0,0,16,0,401,208,94,1,583,93,210,410,64,35,93,13,0,580,816,144,52,2,17,19,735,8801.0
0,0,26,10,2,0,78,8,0,110,17,0,0,0,72,51,152,0,0,3,0,41,62,19,0,78,11,38,70,3,1,28,10,0,90,86,9,7,0,0,0,107,1189.0
1,0,53,16,0,0,160,25,0,261,28,0,0,3,164,83,452,0,0,4,0,93,61,33,0,88,11,93,198,10,6,106,2,0,153,308,13,3,1,5,0,234,2668.0
0,0,237,39,11,0,552,18,0,768,121,4,1,6,1080,255,1348,0,0,17,0,379,193,104,3,569,62,294,517,87,19,136,32,0,447,908,104,42,0,22,6,847,9228.0
1,3,163,37,5,6,440,20,0,527,66,0,0,2,848,207,1048,0,0,9,0,292,157,48,1,259,70,176,400,35,14,129,15,0,353,526,94,18,1,24,5,626,6625.0
0,0,329,68,19,0,686,54,0,613,162,18,0,4,598,225,1200,0,0,13,0,487,93,124,3,408,67,236,503,83,29,154,33,0,486,765,145,43,1,14,6,838,8507.0
0,0,139,39,5,1,280,21,0,469,96,1,0,3,570,168,1091,0,0,13,0,217,80,52,1,315,54,101,281,31,14,95,12,0,260,641,82,36,1,7,1,564,5741.0
1,3,194,49,8,0,556,44,0,636,71,2,0,3,1217,221,1179,0,0,14,0,389,101,106,2,374,73,166,427,37,19,117,8,0,528,653,83,31,1,5,3,826,8147.0
2,2,238,36,5,5,510,22,0,555,81,0,1,9,779,206,1087,0,0,16,0,417,274,63,0,412,34,130,392,69,14,115,9,0,408,736,99,42,0,15,2,692,7477.0
0,0,85,12,2,1,110,15,0,156,15,0,0,3,172,39,285,0,0,16,0,88,11,19,0,99,11,57,131,14,3,32,0,0,75,245,15,5,0,11,2,208,1937.0
1,0,24,1,1,19,65,6,0,84,15,4,0,0,134,26,174,0,0,1,0,43,73,14,0,57,5,21,64,6,2,19,6,0,71,102,23,9,0,0,0,84,1154.0
0,0,317,45,10,5,644,34,0,688,96,89,1,12,1009,207,1194,0,0,22,0,548,121,100,1,433,73,209,491,51,39,175,22,0,519,748,65,29,2,14,23,758,8794.0
2,1,415,62,18,2,697,38,0,876,137,25,0,4,1162,352,2026,0,0,30,0,625,242,173,2,500,157,277,650,69,37,236,21,0,622,1126,115,28,1,20,2,1447,12197.0
2,0,362,55,8,4,689,39,0,773,105,9,1,9,1206,369,1940,0,0,14,0,534,277,153,3,557,144,218,524,55,50,216,25,0,657,1218,200,32,0,20,3,1478,11949.0
5,0,348,47,18,1,863,39,0,1130,306,14,8,7,1353,371,2201,0,0,33,0,766,176,179,0,628,136,326,698,59,44,181,49,0,742,1224,150,39,0,28,22,1187,13378.0
1,0,289,42,7,7,582,16,0,829,93,0,2,6,1043,284,1190,0,0,16,0,407,270,73,2,452,82,233,518,32,25,162,28,0,663,879,115,40,1,12,10,894,9305.0
0,0,192,22,6,2,536,27,0,742,126,5,1,4,1048,205,1237,0,0,30,0,333,104,97,6,450,69,222,523,56,28,173,8,0,437,767,95,22,1,15,8,769,8366.0
0,0,132,46,2,0,489,30,0,508,53,0,0,1,1128,191,926,0,0,9,0,272,90,56,1,344,66,122,410,35,16,138,13,0,425,534,78,18,1,26,1,634,6795.0
0,0,102,26,8,0,259,42,0,303,47,0,1,1,204,106,733,0,0,10,0,172,50,29,0,227,32,101,195,23,7,50,6,0,215,510,44,11,0,10,4,429,3957.0
2,2,227,43,16,0,490,32,0,657,145,3,0,9,848,177,1169,0,0,18,0,367,102,80,2,528,61,142,335,63,32,103,25,0,391,714,88,23,0,12,9,698,7613.0
3,0,371,59,15,0,728,60,0,751,186,15,9,8,815,289,1367,0,0,23,0,618,144,94,3,390,56,271,623,79,49,177,37,0,563,746,94,40,1,11,16,833,9544.0
0,0,260,80,15,0,856,22,0,690,182,23,2,10,753,209,1364,0,0,9,0,555,129,110,1,433,53,332,651,81,24,153,17,0,472,796,148,58,0,8,14,894,9404.0
11,0,190,45,10,7,534,19,0,677,148,17,2,10,613,236,1026,0,0,20,0,374,213,57,9,556,71,216,431,42,48,104,24,0,635,694,100,54,1,10,2,624,7830.0
0,1,153,42,5,0,467,83,0,481,103,0,1,4,854,177,1032,0,0,10,0,327,76,51,3,309,57,152,392,40,18,139,7,0,401,572,65,43,1,37,6,676,6785.0
0,0,453,73,29,18,949,60,0,1406,150,7,2,12,1405,460,2628,0,0,40,0,854,263,149,5,810,133,322,738,46,77,189,83,0,916,1354,176,51,1,20,22,1320,15221.0
0,1,42,0,1,2,28,5,0,53,8,0,0,0,36,17,99,0,0,0,0,33,7,7,0,29,5,13,28,2,3,14,1,0,23,58,3,2,0,0,0,79,599.0
0,0,477,112,32,0,828,11,0,1163,223,5,0,15,887,347,2157,0,0,36,0,743,288,142,4,791,106,411,567,90,32,109,101,0,681,1245,131,45,2,11,19,1632,13443.0
0,0,52,11,1,0,74,9,0,101,20,0,1,3,128,48,279,0,0,2,0,61,49,32,1,118,19,19,76,5,20,32,3,0,75,192,14,18,0,0,0,167,1630.0
0,3,287,26,10,1,404,13,0,708,111,0,0,4,658,248,1167,0,0,9,0,364,233,73,4,464,87,190,348,89,23,91,13,0,336,728,67,21,0,12,5,627,7424.0
0,0,209,46,9,0,549,44,0,649,73,0,1,5,928,209,1052,0,0,20,0,447,168,72,2,406,55,131,398,77,30,106,10,0,374,660,134,42,1,15,3,537,7462.0
2,0,220,50,11,3,618,42,0,648,174,19,0,8,612,268,1357,0,0,16,0,383,142,112,1,472,61,267,499,98,33,121,17,0,542,778,137,70,2,26,6,850,8665.0
1,0,629,89,30,4,998,188,0,1268,171,0,1,7,1050,608,2278,0,0,58,0,735,207,133,1,534,89,296,891,67,14,347,46,0,1308,1342,129,57,0,7,13,1469,15065.0
2,0,266,59,12,6,598,43,0,526,132,16,0,3,541,262,1122,0,0,15,0,413,118,138,7,327,43,184,453,78,24,122,19,0,406,603,133,37,1,10,23,648,7390.0
0,0,34,1,2,0,34,1,0,82,17,0,1,0,78,22,163,0,0,5,0,38,16,25,1,47,14,17,37,2,1,14,1,0,31,128,10,2,0,0,0,112,936.0
2,0,328,39,3,0,468,32,0,708,49,0,0,5,663,158,935,0,0,22,0,475,94,57,3,334,56,77,321,65,18,124,9,0,402,673,118,25,1,6,2,569,6841.0
0,0,38,6,0,1,107,10,0,159,17,0,0,1,170,52,262,0,0,4,0,76,43,8,0,99,8,74,138,8,3,24,2,0,95,150,14,11,0,5,0,177,1762.0
1,0,143,39,11,4,236,3,0,336,44,0,0,3,317,139,566,0,0,1,0,160,123,40,1,244,20,80,198,32,16,41,11,0,250,331,29,23,0,5,0,430,3877.0
30,0,97,6,1,1,176,8,0,205,44,2,0,1,138,118,441,0,0,0,0,109,177,21,0,148,30,99,161,10,3,39,2,0,197,330,23,19,0,23,4,262,2925.0
1,0,26,12,0,0,74,1,0,100,11,1,0,0,76,39,142,0,0,0,0,38,43,10,1,20,1,29,46,0,2,19,0,0,41,109,29,7,0,1,0,77,956.0
3,0,303,43,9,1,559,37,0,732,73,0,1,12,693,236,1096,0,0,13,0,490,290,76,2,400,58,92,398,76,19,136,16,0,362,775,165,30,0,14,6,668,7884.0
0,0,67,6,2,1,102,14,0,191,39,0,1,1,155,52,365,0,0,12,0,96,57,24,0,107,16,83,115,7,1,31,1,0,98,261,36,6,0,19,0,215,2181.0
0,2,281,23,5,0,426,33,0,597,75,0,0,6,820,229,1232,0,0,19,0,398,204,88,0,420,75,142,362,68,26,112,17,0,389,765,79,20,0,4,9,672,7598.0
0,1,221,30,14,9,412,37,0,570,77,2,0,7,889,190,905,0,0,12,0,322,166,67,1,352,57,112,317,41,14,113,12,0,349,543,124,31,0,22,12,567,6598.0
2,0,517,96,20,24,1165,121,0,1454,263,78,3,12,1816,505,2418,0,0,41,0,959,287,158,3,947,162,399,865,148,64,225,98,0,1240,1420,206,23,1,25,18,1522,17305.0
0,1,279,48,12,5,545,26,0,831,138,5,1,5,911,294,1319,0,0,13,0,408,213,84,6,524,68,254,455,49,30,110,11,0,386,877,127,29,0,9,5,712,8790.0
0,0,60,8,1,2,143,11,0,208,33,0,0,7,158,75,519,0,0,13,0,99,51,42,0,92,19,106,201,6,5,81,5,0,128,357,16,1,0,1,0,276,2724.0
0,2,58,2,3,0,60,10,0,138,8,0,0,3,103,47,317,0,0,2,0,52,25,36,0,66,21,16,62,1,0,26,3,0,51,165,21,5,0,0,0,148,1451.0
0,0,90,24,5,0,193,18,0,192,41,0,0,2,164,56,458,0,0,1,0,111,55,12,0,158,9,97,157,19,3,31,4,0,156,245,17,13,0,1,0,231,2563.0
1,0,92,10,7,0,288,16,0,173,74,2,1,2,300,108,661,0,0,5,0,196,14,72,0,143,28,55,248,8,7,157,24,0,231,347,29,6,0,11,1,405,3722.0
0,0,1,0,0,0,2,0,0,8,1,1,0,0,13,5,19,0,0,0,0,3,1,1,0,10,3,0,2,0,0,0,0,0,4,15,0,0,0,0,1,5,95.0
0,0,32,9,6,0,30,5,0,99,10,0,0,0,103,27,155,0,0,2,0,37,20,10,0,53,9,7,30,1,2,15,2,0,51,104,6,2,0,1,0,111,939.0
0,0,3,0,0,0,7,0,0,7,4,1,0,0,6,1,15,0,0,0,0,6,2,3,0,7,3,1,2,0,0,0,0,0,6,9,0,0,0,0,0,8,91.0
2,0,319,73,16,13,718,43,0,968,234,269,1,12,1253,273,1730,0,0,34,0,566,315,66,0,501,43,278,628,89,25,142,35,0,627,829,92,35,3,19,12,814,11077.0
0,0,447,101,12,43,830,61,0,1085,269,371,3,4,1156,274,1841,0,0,29,0,774,461,103,2,581,66,283,586,100,15,115,52,0,632,961,140,36,4,18,35,979,12469.0
2,0,220,62,6,5,567,26,0,628,134,12,1,5,732,238,1073,0,0,20,0,383,199,72,1,472,62,203,400,50,41,117,36,0,535,740,122,52,1,9,18,732,7976.0
0,0,41,7,7,2,93,4,0,107,13,0,0,0,126,61,185,0,0,1,0,55,80,12,0,82,7,46,69,17,3,18,3,0,86,119,24,10,0,0,1,155,1434.0
0,0,161,53,7,0,396,82,0,475,73,97,0,5,876,154,832,0,0,12,0,324,72,70,0,260,28,125,354,31,13,132,15,0,359,487,57,12,13,22,15,404,6016.0
2,0,386,32,8,1,639,24,0,770,107,25,0,9,950,283,1694,0,0,23,0,503,232,135,3,472,116,287,591,58,33,259,19,0,472,1014,121,31,4,13,1,1279,10596.0
0,1,200,72,8,0,510,31,0,712,140,2,1,8,1248,197,1123,0,0,11,0,366,46,67,0,382,72,139,396,47,15,130,7,0,517,655,70,30,0,10,6,827,8046.0
0,0,70,5,1,4,144,5,0,159,14,0,0,3,115,76,239,0,0,2,0,97,78,25,1,95,14,55,137,16,0,42,30,0,163,185,17,5,0,1,3,212,2013.0
0,0,534,81,16,9,1001,33,0,1130,237,1,1,26,955,447,2082,0,0,50,0,854,357,166,13,657,96,397,771,55,63,204,51,0,784,1336,184,70,1,73,28,1243,14006.0
1,1,557,74,16,9,1014,41,0,1204,279,21,1,11,1182,451,2269,0,0,43,0,941,272,144,3,571,107,388,828,52,53,205,53,1,848,1330,142,56,4,28,23,1296,14519.0
1,0,230,49,9,0,528,42,0,684,86,2,0,4,974,240,1221,0,0,21,0,365,139,60,4,455,48,231,489,58,24,139,15,0,521,729,100,34,3,25,7,744,8281.0
0,0,226,40,10,2,621,17,0,727,110,0,2,3,1021,268,1184,0,0,27,0,434,199,93,1,401,80,193,512,30,26,160,32,0,630,794,137,30,0,6,3,855,8874.0
1,0,226,40,14,2,565,60,0,583,216,9,0,5,1350,484,1612,0,0,12,0,407,214,97,1,397,53,215,531,43,23,137,23,0,645,670,151,26,0,28,7,808,9655.0
1,3,156,51,12,0,569,43,0,569,96,0,0,6,759,199,1281,0,0,11,0,385,91,63,1,384,74,170,389,65,10,126,17,0,403,649,61,24,0,17,3,701,7389.0
0,0,219,31,6,1,470,24,0,652,86,1,0,3,914,236,1103,0,0,12,0,371,104,78,1,419,71,160,399,56,23,107,17,0,397,638,84,25,0,10,11,537,7266.0
0,0,70,5,0,2,91,12,0,115,23,0,0,2,172,62,242,0,0,2,0,111,55,17,0,65,11,50,63,4,2,12,1,0,101,150,11,6,1,1,0,162,1621.0
1,0,365,61,8,10,995,30,0,775,239,26,2,20,873,328,1623,0,0,12,0,637,149,132,1,552,82,342,727,105,34,173,29,0,632,907,195,49,2,12,3,918,11049.0
0,0,208,19,6,3,485,24,0,721,93,3,1,4,995,223,1185,0,0,14,0,322,167,79,3,428,72,172,413,70,19,102,8,0,377,712,133,38,0,27,12,716,7854.0
0,0,130,11,1,1,135,12,0,266,41,0,0,0,214,124,541,0,0,20,0,117,80,44,0,76,18,67,217,3,7,131,51,0,164,281,19,0,0,3,0,371,3145.0
0,0,185,33,11,4,449,18,0,570,80,0,0,2,912,249,991,0,0,7,1,289,159,60,0,373,64,130,345,31,16,114,29,0,468,619,97,22,2,9,4,690,7033.0
0,0,451,60,30,10,747,74,0,816,229,29,2,9,1375,707,2037,0,0,14,3,569,322,171,4,442,77,303,657,68,35,170,38,0,905,999,242,49,1,27,22,1211,12905.0
1,0,392,76,22,1,914,69,0,1087,283,44,0,8,1404,431,2155,0,0,35,0,800,176,139,6,704,118,451,750,83,28,145,27,0,974,1305,172,31,4,23,22,1267,14147.0
0,0,261,31,6,1,582,16,0,722,108,0,3,5,904,247,1218,0,0,20,0,398,152,75,5,463,66,201,483,31,31,129,23,0,682,788,113,45,0,12,14,820,8655.0
0,0,44,3,1,0,38,1,0,63,21,0,0,0,122,29,160,0,0,3,0,38,37,10,0,50,9,15,38,3,3,16,0,0,79,101,13,6,0,0,0,107,1010.0
1,2,385,52,7,3,699,30,0,857,133,29,3,9,1386,272,1889,0,0,27,0,682,174,170,2,513,155,213,550,88,59,204,17,0,527,1106,166,35,4,28,3,1375,11855.0
2,0,301,29,3,0,527,33,0,600,59,0,2,6,750,187,1167,0,0,21,0,490,213,51,1,357,69,59,345,49,33,114,13,0,335,829,100,17,4,9,9,713,7497.0
4,0,327,48,18,11,567,38,0,591,214,1,4,6,669,263,1324,0,0,22,0,483,151,97,2,396,56,307,541,51,27,126,12,0,420,763,123,34,1,14,1,708,8420.0
0,3,233,29,9,4,439,36,1,600,80,0,2,5,628,194,1054,0,0,12,0,329,126,76,0,401,62,114,289,35,45,122,14,0,382,648,105,21,2,30,7,668,6805.0
9,0,408,57,20,11,903,60,0,1180,295,51,2,17,889,364,2055,0,0,36,0,767,222,116,4,631,89,350,750,53,56,171,42,0,705,1129,111,47,1,35,44,1204,12884.0
1,0,161,43,9,1,476,29,0,526,86,0,0,1,616,187,1036,0,0,11,0,351,116,75,0,330,68,161,372,38,19,105,17,0,415,595,69,12,0,28,1,640,6595.0
4,0,437,63,18,15,996,47,0,1116,184,81,4,10,1220,431,1967,0,0,32,0,685,500,145,2,647,59,315,755,84,64,200,74,2,812,1138,295,67,7,22,8,1264,13770.0
4,0,401,72,18,4,704,157,0,755,201,16,1,9,1453,726,1885,0,0,14,0,467,90,187,6,424,78,243,509,98,44,181,18,0,737,899,226,50,0,42,19,1184,11922.0
0,0,187,26,16,3,509,20,0,629,97,0,1,4,563,166,1165,0,0,17,0,367,96,89,0,401,57,159,370,73,29,132,15,0,445,723,124,41,0,32,14,548,7118.0
1,0,189,22,11,5,428,30,0,439,102,5,1,7,880,172,909,0,0,30,0,337,110,59,0,336,53,90,370,24,14,94,38,0,426,612,54,37,1,13,5,590,6494.0
1,0,185,28,10,6,597,18,0,593,162,31,0,6,822,246,1203,0,0,18,0,398,171,83,2,495,49,217,425,67,23,99,20,0,476,747,117,60,1,28,4,707,8115.0
0,0,42,7,2,17,78,7,0,111,8,7,0,0,104,42,222,0,0,7,0,63,95,7,0,53,8,30,72,8,3,6,3,0,73,139,17,3,1,11,0,100,1346.0
0,0,6,4,0,0,27,2,0,42,19,1,0,0,74,12,82,0,0,1,0,26,25,3,0,28,7,16,24,1,0,2,2,0,32,29,6,0,0,1,1,34,507.0
1,2,280,36,7,0,460,28,0,603,56,0,0,5,851,204,965,0,0,22,0,395,238,65,2,377,56,96,294,64,32,90,20,0,342,702,136,26,3,13,19,600,7090.0
1,0,222,44,4,1,484,21,0,658,108,3,1,10,846,216,1150,0,0,28,0,445,83,76,0,386,56,156,346,47,26,118,17,0,437,741,87,36,0,32,17,666,7569.0
0,0,61,13,0,1,131,17,0,199,16,0,0,0,173,79,272,0,0,1,0,88,59,11,3,70,12,62,101,11,1,31,3,0,76,177,20,7,0,6,0,145,1846.0
0,0,134,10,2,0,224,17,0,300,23,1,0,2,240,95,482,0,0,16,0,159,94,36,1,178,11,100,215,13,9,61,1,0,172,402,37,6,0,8,0,317,3366.0
5,0,436,103,22,4,1454,84,0,1214,373,28,0,11,1173,501,3032,0,0,43,0,989,179,235,4,868,117,425,927,106,40,272,86,0,892,1866,204,67,0,28,41,1667,17496.0
0,4,256,36,10,0,545,31,0,805,122,0,1,6,797,221,1256,0,0,13,0,387,230,84,3,525,62,201,389,80,24,116,14,0,365,862,118,26,1,13,3,729,8335.0
